ID_Establecimiento;Nombre;Coordenadas;Tipo Establecimiento;Establecimiento Oficial;Servicio Establecimiento;Descripcion Servicio ;Calificacion;Comentario
24;Vitatrac;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;7;Excelente 
24;Vitatrac;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas mecanicas;Servicio de cajas mecanicas;7;Excelente 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;5;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;5;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;5;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;5;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;5;Normal 
22;JR Centrocar;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas mecanicas;Servicio de cajas mecanicas;5;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;5;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;5;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;5;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;5;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;5;Normal 
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;5;Normal 
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Reserva de mesas;Reserva de mesas;5;Normal 
3;Kloster;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;5;Normal 
3;Kloster;48.87146,2.3550;Restaurantes;Si;Reserva de mesas;Reserva de mesas;5;Normal 
22;JR Centrocar;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas mecanicas;Servicio de cajas mecanicas;5;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;5;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;5;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;5;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;5;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;5;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;5;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;5;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;5;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;5;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;5;Normal 
24;Vitatrac;47.87145,2.4549;Taller Mecanico;Si;Mantenimiento General;Mantenimiento General;5;Normal 
24;Vitatrac;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal 
24;Vitatrac;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas mecanicas;Servicio de cajas mecanicas;5;Normal 
22;JR Centrocar;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas mecanicas;Servicio de cajas mecanicas;3;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;3;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;3;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;3;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;3;Normal 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;3;Normal 
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal 
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal 
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal 
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal 
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal 
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal 
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal 
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal 
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal 
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal 
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal 
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal 
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal 
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal 
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal 
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal XD
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal XD
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal XD
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal XD
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal XD
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal XD
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal XD
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal XD
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal XD
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal XD
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal XD
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal XD
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal XD
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal XD
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal XD
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal XD
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal XD
23;Vifrio Car Express;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas automaticas;Servicio de cajas automaticas;5;Normal XD
22;JR Centrocar;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas mecanicas;Servicio de cajas mecanicas;5;Normal todo sin problemas 
22;JR Centrocar;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas mecanicas;Servicio de cajas mecanicas;5;Normal todo sin problemas 
22;JR Centrocar;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas mecanicas;Servicio de cajas mecanicas;5;Normal todo sin problemas 
22;JR Centrocar;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas mecanicas;Servicio de cajas mecanicas;5;Normal todo sin problemas 
22;JR Centrocar;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas mecanicas;Servicio de cajas mecanicas;5;Normal todo sin problemas 
22;JR Centrocar;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas mecanicas;Servicio de cajas mecanicas;5;Normal todo sin problemas 
22;JR Centrocar;47.87145,2.4549;Taller Mecanico;Si;Servicio de cajas mecanicas;Servicio de cajas mecanicas;5;Normal todo sin problemas 
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;6;Normal
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;6;Todo bien
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;6;Todo bien
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;6;Todo bien
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;6;Todo bien
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;6;Todo bien
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;6;Todo bien
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;6;Todo bien
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;6;Todo bien
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;6;Todo bien
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;6;Todo bien
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;6;Todo bien
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;6;Todo bien
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;6;Todo bien
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;6;Todo bien
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;6;Todo bien
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;6;Todo bien
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;6;Todo bien
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;6;Todo bien
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;6;Todo bien
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Reserva de mesas;Reserva de mesas;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Reserva de mesas;Reserva de mesas;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Reserva de mesas;Reserva de mesas;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Reserva de mesas;Reserva de mesas;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Reserva de mesas;Reserva de mesas;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Reserva de mesas;Reserva de mesas;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Reserva de mesas;Reserva de mesas;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Reserva de mesas;Reserva de mesas;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Reserva de mesas;Reserva de mesas;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Reserva de mesas;Reserva de mesas;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Servicio a domicilio; Servicio a domicilio;6;Todo bien
2;Hacienda Real;48.87146,2.3550;Restaurantes;Si;Reserva de mesas;Reserva de mesas;6;Todo bien
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Gimnasio;Gimnasio;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Tennis;Cancha de Tennis;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Cancha de Futbol;Cancha de Futbol;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Spa;Spa;2;Fallaron
12;Hostales del Irtra;47.87146,2.4550;Hospedaje;Si;Piscina;Piscina;2;Fallaron
